date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:55	208/208	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Aug%202021%2009:08:55%20GMT	http://localhost/robots.txt		(from )
17:08:56	50622/50622	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:55%20GMT	http://localhost/php/typecho-demo/	C:/My%20Websites/MWordStar-info/web/index.html	(from )
17:08:56	226/226	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Aug%202021%2009:08:56%20GMT	http://localhost/php/typecho-demo/favicon.ico	C:/My%20Websites/MWordStar-info/web/images/favicon.ico	(from http://localhost/php/typecho-demo/)
17:08:56	222725/222725	---M--	200	added ('OK')	text/css	etag:%2236605-5b3a513103239%22	http://localhost/php/typecho-demo/usr/themes/MWordStar/assets/css/style20201109.css	C:/My%20Websites/MWordStar-info/web/images/style20201109.css	(from http://localhost/php/typecho-demo/)
17:08:58	42/42	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:56%20GMT	http://localhost/php/typecho-demo/index.php/action/xmlrpc	C:/My%20Websites/MWordStar-info/web/xmlrpc.html	(from http://localhost/php/typecho-demo/)
17:08:58	878/878	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:58%20GMT	http://localhost/php/typecho-demo/index.php/action/xmlrpc?rsd	C:/My%20Websites/MWordStar-info/web/xmlrpc0db0.html	(from http://localhost/php/typecho-demo/)
17:08:58	1408/1408	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:58%20GMT	http://localhost/php/typecho-demo/index.php/action/xmlrpc?wlw	C:/My%20Websites/MWordStar-info/web/xmlrpc2ace.html	(from http://localhost/php/typecho-demo/)
17:08:59	30469/30469	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:58%20GMT	http://localhost/php/typecho-demo/index.php/8.html	C:/My%20Websites/MWordStar-info/web/8.html	(from http://localhost/php/typecho-demo/)
17:09:00	38212/38212	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:59%20GMT	http://localhost/php/typecho-demo/index.php/9.html	C:/My%20Websites/MWordStar-info/web/9.html	(from http://localhost/php/typecho-demo/)
17:09:02	34146/34146	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Aug%202021%2009:08:59%20GMT	http://localhost/php/typecho-demo/index.php/start-page.html	C:/My%20Websites/MWordStar-info/web/start-page.html	(from http://localhost/php/typecho-demo/)
17:09:07	61647/61647	---MC-	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:08:59%20GMT	http://localhost/php/typecho-demo/index.php/feed/	C:/My%20Websites/MWordStar-info/web/index-2.html	(from http://localhost/php/typecho-demo/)
